episode_id,timestamp,primary_id,secondary_id,primary_a,primary_e,primary_i,primary_raan,primary_argp,primary_mass,primary_area,primary_cd,primary_cr,tca,miss_distance,relative_velocity,r_rel_R,r_rel_T,r_rel_N,v_rel_R,v_rel_T,v_rel_N,pos_uncertainty,vel_uncertainty,combined_covariance_trace,probability_of_collision,time_to_tca,f107,ap,atmospheric_density,local_object_density,orbital_regime,decision_fixed_miss,decision_pc_threshold,decision_fuel_min,optimal_dv_R,optimal_dv_T,optimal_dv_N,optimal_dv_magnitude,optimal_fuel_cost,optimal_maneuver_type,post_maneuver_miss,post_maneuver_pc,risk_reduction,maneuver_required,maneuver_feasible
10,2026-01-31T23:03:21.443520,10000,999999,7912.124654079404,0.08871993378408491,89.71102599525771,280.7551965087446,231.13139261554352,908.6987696743713,12.52215213353221,2.2,1.3,2025-07-15T00:00:00,0.3396712532621391,0.0032340307521831805,7.280605571959424e-19,0.33967125326213904,3.4956997893884355e-18,0.0027201775994749365,0.0013112474725893394,0.0011576781931993657,0.17320508075688776,0.0017320508075688774,0.06000000000000001,0.0005036723800237249,85941.07790417595,101.66654548192217,0.9037681807760434,4.0157724811986376e-15,1,LEO,Combined,Combined,Tangential,0.0,0.036151348190315964,0.0,0.036151348190315964,0.015226407310017773,Tangential,5.0,6.231277917953753e-94,1.0,True,True
11,2026-01-31T23:03:21.445300,11000,999999,7300.99693379086,0.07212189843278789,74.41705230565621,110.90188506686012,195.31448299976375,325.4156367450257,12.207546103650333,2.2,1.3,2025-07-15T00:00:00,9.794205368181338,0.0011856999146050925,-9.951244068772827e-16,3.0380912340630086e-16,9.794205368181338,0.0001593911001087889,0.0007853451183529913,-0.0008739060646200825,0.17320508075688776,0.0017320508075688774,0.06000000000000001,0.0,69410.37593324849,160.47467675893458,28.845194231317954,2.535449804354408e-16,0,LEO,No-Maneuver,No-Maneuver,No-Maneuver,0.0,0.0,0.0,0.0,0.0,No-Maneuver,9.794205368181338,0.0,0.0,False,True
12,2026-01-31T23:03:21.462634,12000,999999,7906.168595944558,0.00252916504650221,28.07723624408559,232.37002652658043,63.7598445865382,923.3779511984037,8.033015304853443,2.2,1.3,2025-07-15T00:00:00,0.4007020111564574,0.0009727885180196643,0.40070201115645737,-1.411900398491021e-18,3.824399187328761e-18,-0.00019026278943573658,0.0001345436798616281,-0.0009444657590174029,0.17320508075688776,0.0017320508075688774,0.06000000000000001,0.00011811561633869603,74074.11640159575,127.04596092812997,8.474637334304624,1.8109897833926e-16,1,LEO,Combined,Combined,Tangential,0.0,0.04139365824613793,0.0,0.04139365824613793,0.01771600471380577,Tangential,5.0,6.231277917953753e-94,1.0,True,True
13,2026-01-31T23:03:21.464421,13000,999999,40225.27804319299,0.009807931727699976,8.550917551340477,221.40260161170107,356.4193860375371,889.6357647351599,15.074603737329884,2.2,1.3,2025-07-15T00:00:00,7.045903474703863,0.0023794181265819193,1.244005966804523e-16,4.937625192985207e-17,7.045903474703863,-0.00019952929856126628,-0.0013367801609796995,0.0019582741078136502,0.17320508075688776,0.0017320508075688774,0.06000000000000001,6.768595781113646e-177,28151.039894037716,145.5605541603298,12.810347179722903,1.9768935032742754e-93,1,MEO,No-Maneuver,No-Maneuver,No-Maneuver,0.0,0.0,0.0,0.0,0.0,No-Maneuver,7.045903474703863,6.768595781113646e-177,0.0,False,True
14,2026-01-31T23:03:21.466095,14000,999999,6686.814266715774,0.019507967955852475,62.78944149486361,25.53873011997396,142.84217779699932,124.85509468633424,11.998433014643615,2.2,1.3,2025-07-15T00:00:00,4.525122699426348,0.0018671248002225197,-1.384317128080096e-16,-4.503848648362995e-17,4.525122699426347,-0.00033163383168520157,0.0017924785118404495,-0.00040397376879943873,0.17320508075688776,0.0017320508075688774,0.06000000000000001,6.80815746706324e-215,52520.99397511409,75.4900449890289,1.8674094374607209,3.3245494472070105e-10,1,LEO,No-Maneuver,No-Maneuver,No-Maneuver,0.0,0.0,0.0,0.0,0.0,No-Maneuver,4.525122699426348,6.80815746706324e-215,0.0,False,True
15,2026-01-31T23:03:21.467681,15000,999999,6894.002871508203,0.07702235595455098,52.22432600548044,77.69556989886354,224.24057129484,578.2191684113332,11.272067310592023,2.2,1.3,2025-07-15T00:00:00,6.464941539607514,0.0006128331258661299,6.464941539607514,8.431501217794307e-17,7.960246547300051e-16,0.0005986158741456321,0.00013118159995090419,-3.855283910896635e-06,0.17320508075688776,0.0017320508075688774,0.06000000000000001,8.670622258146302e-24,39495.51707168544,203.92767573984077,12.54302636733306,0.000808080800920121,1,LEO,No-Maneuver,No-Maneuver,No-Maneuver,0.0,0.0,0.0,0.0,0.0,No-Maneuver,6.464941539607514,8.670622258146302e-24,0.0,False,True
16,2026-01-31T23:03:21.485289,16000,999999,7406.134607398182,0.005913540191293538,68.84999007653664,329.476941945533,159.24680270319726,264.5793973965766,18.757665949454484,2.2,1.3,2025-07-15T00:00:00,0.3372217672295077,0.0021516958632910666,0.3372217672295077,-5.8424634526287605e-18,-3.155461139361977e-19,-0.0014292181831440103,-0.0009238315938695623,-0.0013166873809841296,0.17320508075688776,0.0017320508075688774,0.06000000000000001,0.0011454086094560222,24112.125930695838,134.0750821572271,37.892305523218454,2.630666547875541e-15,0,LEO,Combined,Combined,Tangential,0.0,0.12891931763886882,0.0,0.12891931763886882,0.015535849810879299,Tangential,5.0,6.231277917953753e-94,1.0,True,True
17,2026-01-31T23:03:21.500372,17000,999999,6756.204491436981,0.08556051234269967,4.072880231897053,253.31682937680853,170.7025784714371,526.1245937025092,4.290835528290288,2.2,1.3,2025-07-15T00:00:00,0.24523324215708786,0.001944154045549828,3.9918588354681056e-19,3.2984949058859134e-18,0.24523324215708783,-0.0006304593079417388,-0.001796995841757649,0.00039123133637670776,0.17320508075688776,0.0017320508075688774,0.06000000000000001,0.0013255273636096263,4867.215936043857,238.01853545430694,25.051994195762962,1.225,1,LEO,Combined,Combined,Tangential,0.0,0.6512644080126155,0.0,0.6512644080126155,0.15879508045557755,Tangential,5.0,6.231277917953753e-94,1.0,True,True
18,2026-01-31T23:03:21.502119,18000,999999,7724.946979462851,0.09443073455280432,94.38916045607571,312.19161607980135,229.10529508056408,616.03033750474,3.441506711444293,2.2,1.3,2025-07-15T00:00:00,8.15924072317603,0.000669411891329939,-6.339801031051095e-16,-2.996931059246366e-16,8.159240723176028,0.0005958545433000943,-3.24875566159567e-05,-0.00030333842840577787,0.17320508075688776,0.0017320508075688774,0.06000000000000001,0.0,9494.42009250696,127.41561345287704,42.24376554847273,2.2038321306961916e-15,1,LEO,No-Maneuver,No-Maneuver,No-Maneuver,0.0,0.0,0.0,0.0,0.0,No-Maneuver,8.15924072317603,0.0,0.0,False,True
19,2026-01-31T23:03:21.523940,19000,999999,16103.075666989347,0.06970404281987873,7.680713795407617,226.41942484075824,315.8899248697389,353.8311153141758,4.371351331814734,2.2,1.3,2025-07-15T00:00:00,0.38777663823838626,0.0006340010122146303,-5.095314017152401e-18,3.785005503658562e-18,0.3877766382383863,-6.690000269545164e-05,0.000605791445294853,0.0001746379052098871,0.17320508075688776,0.0017320508075688774,0.06000000000000001,0.00017383914896261878,34403.09750364245,209.75433293355943,17.040177012650894,3.061609068896225e-36,1,MEO,Combined,Combined,Tangential,0.0,0.08937612591861063,0.0,0.08937612591861063,0.014657678619988573,Tangential,5.0,6.231277917953753e-94,1.0,True,True
20,2026-01-31T23:03:21.525848,20000,999999,20135.8683022945,0.07547883312106,48.80661940644733,37.12459278093574,324.919046404644,388.0446409275506,18.014941341427807,2.2,1.3,2025-07-15T00:00:00,4.04471636765809,0.0003625317309019213,4.04471636765809,-1.8421063750318401e-16,-2.3556524097894726e-17,-0.0002185598998103099,5.454251449260536e-06,0.00028919038235525514,0.17320508075688776,0.0017320508075688774,0.06000000000000001,4.822616242531731e-116,55916.12116765938,150.72019395609755,14.660538584903227,1.7132152898821708e-49,1,MEO,No-Maneuver,No-Maneuver,No-Maneuver,0.0,0.0,0.0,0.0,0.0,No-Maneuver,4.04471636765809,4.822616242531731e-116,0.0,False,True
21,2026-01-31T23:03:21.527544,21000,999999,7957.036700044052,0.07898285246517554,79.15790437258485,32.83419709752853,177.99130969292943,497.3774512360393,17.866379472407697,2.2,1.3,2025-07-15T00:00:00,3.6714213723827673,0.000607593022392533,-1.0552590000697031e-16,3.6714213723827673,-1.1352291257830804e-16,-0.00036175379034675525,-0.0003082805285639163,-0.0003785057354099161,0.17320508075688776,0.0017320508075688774,0.06000000000000001,1.186906887858348e-111,73026.20723965796,146.69646550844942,11.128820878551526,3.238194543574976e-15,0,LEO,No-Maneuver,No-Maneuver,No-Maneuver,0.0,0.0,0.0,0.0,0.0,No-Maneuver,3.6714213723827673,1.186906887858348e-111,0.0,False,True
22,2026-01-31T23:03:21.529181,22000,999999,12396.14495293504,0.02339948443521074,33.36620096500553,209.26995020164165,310.72986791604126,916.9243357136917,12.245886037604402,2.2,1.3,2025-07-15T00:00:00,3.664627905328057,0.0025761108726585656,-2.721973429725778e-16,7.858185470466811e-17,3.664627905328057,0.0011684415916697747,0.002262370793717333,-0.00039085786012397003,0.17320508075688776,0.0017320508075688774,0.06000000000000001,1.9793829190768822e-145,30944.90940278136,148.20133200788882,12.684108693656936,9.091848954334372e-27,1,MEO,No-Maneuver,No-Maneuver,No-Maneuver,0.0,0.0,0.0,0.0,0.0,No-Maneuver,3.664627905328057,1.9793829190768822e-145,0.0,False,True
23,2026-01-31T23:03:21.530793,23000,999999,7937.65556354814,0.08229675615248183,76.71948531085717,267.9161964995873,245.17419375488748,529.9434017922049,2.5749351121737303,2.2,1.3,2025-07-15T00:00:00,5.401608682647789,0.0012900723384787684,5.401608682647789,4.652114170973966e-17,2.511161258640737e-17,-0.0006490932996294783,0.000951661604678338,-0.0005807794048218697,0.17320508075688776,0.0017320508075688774,0.06000000000000001,1.4331679160680699e-239,85817.48511867807,83.28338165237179,27.69271422006604,2.44311402580923e-16,1,LEO,No-Maneuver,No-Maneuver,No-Maneuver,0.0,0.0,0.0,0.0,0.0,No-Maneuver,5.401608682647789,1.4331679160680699e-239,0.0,False,True
24,2026-01-31T23:03:21.532402,24000,999999,7747.977684829949,0.04550865237030076,69.57486889846172,225.92090883026282,210.35315229231594,352.8668706330073,19.057818197454615,2.2,1.3,2025-07-15T00:00:00,8.930071892936434,0.0023612152302129744,8.930071892936432,-3.050874486494922e-16,9.248053414968115e-16,-0.001197874296443901,0.0019543157405181965,-0.0005666432031459919,0.17320508075688776,0.0017320508075688774,0.06000000000000001,0.0,51926.72606125221,83.99223465369727,48.71974038330833,1.9640250030990667e-15,1,LEO,No-Maneuver,No-Maneuver,No-Maneuver,0.0,0.0,0.0,0.0,0.0,No-Maneuver,8.930071892936434,0.0,0.0,False,True
25,2026-01-31T23:03:21.534022,25000,999999,7589.363822785004,0.08139812246872417,30.952761628632775,246.50322211939655,58.542098164160855,954.8199219627317,14.78867065937884,2.2,1.3,2025-07-15T00:00:00,6.2307981603739515,0.0013525980439155342,1.1783891488429356e-16,6.230798160373952,2.4263914230229927e-16,6.207484805902116e-05,-0.0010175324040378358,0.000888985932608363,0.17320508075688776,0.0017320508075688774,0.06000000000000001,6.031217424535163e-186,37651.92365326856,209.9684110723406,24.018504093317734,6.101678972009968e-14,0,LEO,No-Maneuver,No-Maneuver,No-Maneuver,0.0,0.0,0.0,0.0,0.0,No-Maneuver,6.2307981603739515,6.031217424535163e-186,0.0,False,True
26,2026-01-31T23:03:21.535640,26000,999999,7952.2831099593195,0.0829335056485806,39.29894489788592,204.86932889966914,22.864258652400398,112.30476834429756,2.431822146696784,2.2,1.3,2025-07-15T00:00:00,6.9942153723968925,0.001579423196578609,6.994215372396893,-3.829114670752184e-16,-4.941180122556104e-16,0.0009279894217603473,-0.0012691567692780011,-0.00015051366046746077,0.17320508075688776,0.0017320508075688774,0.06000000000000001,0.0,14294.399574543784,241.72918490657003,30.308731722544003,5.655740762883843e-15,0,LEO,No-Maneuver,No-Maneuver,No-Maneuver,0.0,0.0,0.0,0.0,0.0,No-Maneuver,6.9942153723968925,0.0,0.0,False,True
27,2026-01-31T23:03:21.553419,27000,999999,7728.818008778424,0.011444403460743057,35.816271803284046,241.76635041340785,187.31077232536478,866.9633502866861,11.486229936715226,2.2,1.3,2025-07-15T00:00:00,0.30242208719092384,0.0021282752910877184,2.9158507201944536e-18,0.30242208719092395,7.307686543122855e-18,-0.0006011288654909202,-0.00024153302548699787,0.0020272793589752765,0.17320508075688776,0.0017320508075688774,0.06000000000000001,0.0005870650677901536,43347.80606912974,145.69644015971352,39.23341319721548,4.684953306135468e-16,1,LEO,No-Solution,Combined,Tangential,0.0,0.0722463001600217,0.0,0.0722463001600217,0.02903124907669586,Tangential,5.0,6.231277917953753e-94,1.0,True,True
28,2026-01-31T23:03:21.555128,28000,999999,33131.564216208964,0.0980482262367287,40.12214128632399,218.91162583507867,229.1919557840218,753.7573293852055,11.401479831083119,2.2,1.3,2025-07-15T00:00:00,4.646376862307018,0.0027310401617234555,1.4161571438585941e-16,1.8272768982865328e-16,4.646376862307018,0.00032791440468724227,0.0005554435955870233,-0.002653777481302162,0.17320508075688776,0.0017320508075688774,0.06000000000000001,4.720842772486653e-16,41616.44061652804,246.40586355138586,24.63090469964348,2.917253319993301e-84,1,MEO,No-Maneuver,No-Maneuver,No-Maneuver,0.0,0.0,0.0,0.0,0.0,No-Maneuver,4.646376862307018,4.720842772486653e-16,0.0,False,True
29,2026-01-31T23:03:21.556728,29000,999999,7086.247551922925,0.012975084218873695,7.586332810866376,46.09650202479808,54.68496966442456,263.69207595923035,7.567678383153401,2.2,1.3,2025-07-15T00:00:00,8.993686996583616,0.00047130689183931394,-2.5346905272304355e-17,-4.2534141932759204e-17,8.993686996583616,0.00027580894370836736,-0.00038073478348996055,-3.317585728451051e-05,0.17320508075688776,0.0017320508075688774,0.06000000000000001,0.0,53440.25075079151,110.2928318631377,41.089531842222456,6.365805806902905e-14,1,LEO,No-Maneuver,No-Maneuver,No-Maneuver,0.0,0.0,0.0,0.0,0.0,No-Maneuver,8.993686996583616,0.0,0.0,False,True
30,2026-01-31T23:03:21.558284,30000,999999,6732.067958524779,0.05348890802287886,54.871530920740874,128.156934337915,321.9182146425332,389.4244882120261,2.7535211383461755,2.2,1.3,2025-07-15T00:00:00,4.941167592048859,0.0012852852288662766,-1.6389822768291336e-16,4.941167592048857,-1.9256694290156811e-16,-0.0011135359121782476,-0.0006131979659293749,-0.0001896948771350251,0.17320508075688776,0.0017320508075688774,0.06000000000000001,1.005118272543189e-207,20934.123972279613,136.68497850244876,24.226149259551065,1.889191677130903e-06,1,LEO,No-Maneuver,No-Maneuver,No-Maneuver,0.0,0.0,0.0,0.0,0.0,No-Maneuver,4.941167592048859,1.005118272543189e-207,0.0,False,True
31,2026-01-31T23:03:21.559883,31000,999999,7464.309017426351,0.00376465196877062,74.74709381337566,90.87729996384748,256.80585091843875,578.9021367387841,3.036268215455745,2.2,1.3,2025-07-15T00:00:00,4.612270576528683,0.0010706595079892907,-3.067369911155573e-16,-2.0421859527330996e-16,4.612270576528682,0.0009149207907763155,-0.00026934639759818626,0.0004865020521580476,0.17320508075688776,0.0017320508075688774,0.06000000000000001,2.9447847346420215e-186,64657.15106456822,102.81109812567246,28.19825460094182,2.1211643237477203e-15,1,LEO,No-Maneuver,No-Maneuver,No-Maneuver,0.0,0.0,0.0,0.0,0.0,No-Maneuver,4.612270576528683,2.9447847346420215e-186,0.0,False,True
32,2026-01-31T23:03:21.561527,32000,999999,7588.070458826389,0.03435839374139825,23.32164115498013,170.62917891500018,127.83754918055006,625.7795362427523,14.999627032503344,2.2,1.3,2025-07-15T00:00:00,5.687987093016765,0.002382427168142815,5.687987093016764,1.8718921810249423e-16,-1.7643489544666122e-17,0.0021444215120490096,-0.0004383706524344311,0.0009408755290954504,0.17320508075688776,0.0017320508075688774,0.06000000000000001,1.1761124036139944e-69,53905.57240590783,113.98356798363781,24.912384892447008,4.1607040134269076e-16,1,LEO,No-Maneuver,No-Maneuver,No-Maneuver,0.0,0.0,0.0,0.0,0.0,No-Maneuver,5.687987093016765,1.1761124036139944e-69,0.0,False,True
33,2026-01-31T23:03:21.567227,33000,999999,35834.05416806913,0.036599146285438366,3.3799919656879074,175.61152829114565,306.29430642101255,150.0881404212778,17.003966670665452,2.2,1.3,2025-07-15T00:00:00,0.7534459092765001,0.00039926226786245243,3.1478572350882953e-18,-9.054980549340567e-18,0.7534459092765001,0.0003805129299944827,-0.00011556789516028933,-3.5557421924304406e-05,0.17320508075688776,0.0017320508075688774,0.06000000000000001,4.30795332736768e-09,12876.821099514735,141.6140078282335,48.473521663768445,8.515253049221448e-81,1,MEO,Combined,No-Maneuver,Tangential,0.0,0.21985519861593272,0.0,0.21985519861593272,0.015293878353581593,Tangential,5.0,6.231277917953753e-94,1.0,True,True
34,2026-01-31T23:03:21.568861,34000,999999,15446.60068364771,0.06689745767045072,11.107693180354293,334.5753560859309,200.4346414850147,792.5436398727433,4.553831222592944,2.2,1.3,2025-07-15T00:00:00,3.405872554941376,0.002117912847027907,1.1303478853296835e-16,7.75140652977786e-18,3.405872554941376,0.0005727802279317622,-0.000736915964981836,0.0019011660891808432,0.17320508075688776,0.0017320508075688774,0.06000000000000001,1.948042157118306e-27,67172.14271946705,85.71223232614157,25.30519781796735,8.452329429656422e-37,1,MEO,No-Maneuver,No-Maneuver,No-Maneuver,0.0,0.0,0.0,0.0,0.0,No-Maneuver,3.405872554941376,1.948042157118306e-27,0.0,False,True
35,2026-01-31T23:03:21.584111,35000,999999,7687.601265848429,0.04548137042468798,36.923048150989615,197.49712245773514,197.61191276003186,179.08130011839114,3.6376706953983873,2.2,1.3,2025-07-15T00:00:00,0.2764312692897143,0.002552952820214606,0.2764312692897143,3.2831493955367706e-18,3.021607834504136e-18,-0.0020776830862419974,-2.7655424748481316e-05,0.0014832519249499132,0.17320508075688776,0.0017320508075688774,0.06000000000000001,0.0029427241476936944,37700.42769139384,132.79628797773915,46.476457212391296,1.0527020999576543e-15,1,LEO,Combined,No-Solution,Tangential,0.0,0.08352811926389038,0.0,0.08352811926389038,0.006933159287281614,Tangential,5.0,6.231277917953753e-94,1.0,True,True
36,2026-01-31T23:03:21.585891,36000,999999,36578.76769139077,0.09384021163642171,10.96301212805466,65.24390381963765,23.938656252040186,857.6458990824449,3.6556751558995004,2.2,1.3,2025-07-15T00:00:00,8.00385629063393,0.0009064614508494819,1.0998605136280437e-16,8.003856290633928,8.06859114217741e-17,0.0005790145696670217,0.00047355457439493087,-0.0005120161667946601,0.17320508075688776,0.0017320508075688774,0.06000000000000001,0.0,56075.209076030675,233.41590348325286,15.80982911482473,5.622273407526808e-85,1,MEO,No-Maneuver,No-Maneuver,No-Maneuver,0.0,0.0,0.0,0.0,0.0,No-Maneuver,8.00385629063393,0.0,0.0,False,True
37,2026-01-31T23:03:21.587360,37000,999999,7446.3126222083665,0.08997677778468806,71.3782454855326,224.67655590546153,194.3211822892678,419.82620663655626,8.438160093828536,2.2,1.3,2025-07-15T00:00:00,5.4356104269596965,0.001055064042842985,5.435610426959696,4.11551097029824e-17,-2.262204213646096e-16,0.0002450027160883666,0.0005622390812765331,0.0008584992831067639,0.17320508075688776,0.0017320508075688774,0.06000000000000001,1.807849913962083e-306,13279.157770652546,239.16978225042553,31.385402653570893,7.063024662645036e-17,1,LEO,No-Maneuver,No-Maneuver,No-Maneuver,0.0,0.0,0.0,0.0,0.0,No-Maneuver,5.4356104269596965,1.807849913962083e-306,0.0,False,True
38,2026-01-31T23:03:21.595378,38000,999999,8027.8428217595065,0.053392763088434686,62.00727559285134,321.80132989834476,283.8949960408313,323.64022583301914,15.134979558880863,2.2,1.3,2025-07-15T00:00:00,0.5769412386738489,0.0018859505653616576,1.499036081172268e-17,0.576941238673849,-1.3617748548849385e-17,-0.0012089315047113824,-0.00014814892887561425,-0.0014399118190976965,0.17320508075688776,0.0017320508075688774,0.06000000000000001,1.436177575271985e-06,48020.655902924445,138.18788180024484,22.850010964083918,3.5672073209315354e-16,1,LEO,Combined,No-Maneuver,Tangential,0.0,0.06140494721355703,0.0,0.06140494721355703,0.009211202312839128,Tangential,5.0,6.231277917953753e-94,1.0,True,True
